Code du departement;Ville;Tranche pour 1000 habitants
01;Ambérieu-en-Bugey;4
01;Ambérieux-en-Dombes;2
01;Ambléon;0
01;Ambronay;2
01;Ambutrix;0
01;Andert-et-Condon;0
01;Anglefort;3
01;Apremont;0
01;Aranc;0
01;Arandas;0
01;Arbent;4
01;Arboys en Bugey;0
01;Arbigny;0
01;Argis;0
01;Armix;0
01;Ars-sur-Formans;2
01;Artemare;3
01;Asnières-sur-Saône;0
01;Attignat;1
01;Bâgé-Dommartin;1
01;Bâgé-le-Châtel;5
01;Balan;3
01;Baneins;0
01;Beaupont;0
01;Beauregard;0
01;Bellignat;4
01;Béligneux;3
01;Valserhône;4
01;Belley;4
01;Belleydoux;0
01;Valromey-sur-Séran;1
01;Bénonces;4
01;Bény;0
01;Béon;0
01;Béréziat;0
01;Bettant;3
01;Bey;0
01;Beynost;2
01;Billiat;4
01;Birieux;0
01;Biziat;0
01;Blyes;0
01;La Boisse;2
01;Boissey;0
01;Bolozon;0
01;Bouligneux;0
01;Bourg-en-Bresse;5
01;Bourg-Saint-Christophe;0
01;Boyeux-Saint-Jérôme;0
01;Boz;0
01;Brégnier-Cordon;0
01;Arvière-en-Valromey;0
01;Brénod;0
01;Brens;4
01;Bressolles;2
01;Brion;0
01;Briord;0
01;Buellas;1
01;La Burbanche;5
01;Ceignes;0
01;Cerdon;2
01;Certines;0
01;Cessy;1
01;Ceyzériat;2
01;Ceyzérieu;2
01;Chalamont;0
01;Chaleins;0
01;Chaley;0
01;Challes-la-Montagne;0
01;Challex;2
01;Champagne-en-Valromey;0
01;Champdor-Corcelles;4
01;Champfromier;2
01;Chanay;0
01;Chaneins;0
01;Chanoz-Châtenay;0
01;La Chapelle-du-Châtelard;0
01;Charix;0
01;Charnoz-sur-Ain;0
01;Château-Gaillard;0
01;Châtenay;0
01;Châtillon-la-Palud;2
01;Châtillon-sur-Chalaronne;4
01;Chavannes-sur-Reyssouze;0
01;Nivigne et Suran;0
01;Chaveyriat;0
01;Chazey-Bons;3
01;Chazey-sur-Ain;0
01;Cheignieu-la-Balme;0
01;Chevillard;0
01;Chevroux;0
01;Chevry;3
01;Chézery-Forens;3
01;Civrieux;0
01;Cize;0
01;Cleyzieu;0
01;Coligny;0
01;Collonges;4
01;Colomieu;0
01;Conand;5
01;Condamine;0
01;Condeissiat;0
01;Confort;0
01;Confrançon;0
01;Contrevoz;0
01;Conzieu;0
01;Corbonod;0
01;Corlier;5
01;Plateau d_x0019_Hauteville ;1
01;Cormoranche-sur-Saône;3
01;Cormoz;2
01;Corveissiat;3
01;Courmangoux;0
01;Courtes;0
01;Crans;0
01;Bresse Vallons;1
01;Cressin-Rochefort;0
01;Crottet;0
01;Crozet;1
01;Cruzilles-lès-Mépillat;3
01;Culoz;2
01;Curciat-Dongalon;0
01;Curtafond;0
01;Cuzieu;0
01;Dagneux;3
01;Divonne-les-Bains;2
01;Dompierre-sur-Veyle;0
01;Dompierre-sur-Chalaronne;0
01;Domsure;0
01;Dortan;0
01;Douvres;0
01;Drom;0
01;Druillat;3
01;Échallon;0
01;Échenevex;2
01;Évosges;0
01;Faramans;0
01;Fareins;0
01;Farges;5
01;Feillens;5
01;Ferney-Voltaire;4
01;Flaxieu;0
01;Foissiat;0
01;Francheleins;0
01;Frans;0
01;Garnerans;0
01;Genouilleux;0
01;Béard-Géovreissiat;2
01;Géovreisset;3
01;Gex;2
01;Giron;0
01;Gorrevod;0
01;Haut Valromey;0
01;Grand-Corent;0
01;Grièges;0
01;Grilly;2
01;Groissiat;4
01;Groslée-Saint-Benoit;3
01;Guéreins;1
01;Hautecourt-Romanèche;0
01;Illiat;0
01;Injoux-Génissiat;0
01;Innimond;0
01;Izenave;0
01;Izernore;0
01;Izieu;0
01;Jassans-Riottier;2
01;Jasseron;1
01;Jayat;0
01;Journans;0
01;Joyeux;0
01;Jujurieux;4
01;Labalme;0
01;Lagnieu;2
01;Laiz;3
01;Poizat-Lalleyriat (Le);4
01;Lantenay;0
01;Lapeyrouse;0
01;Lavours;0
01;Léaz;2
01;Lélex;4
01;Lent;2
01;Lescheroux;0
01;Leyment;0
01;Leyssard;0
01;Surjoux-Lhopital;0
01;Lhuis;2
01;Lompnas;5
01;Loyettes;1
01;Lurcy;0
01;Magnieu;0
01;Maillat;0
01;Malafretaz;3
01;Mantenay-Montlin;0
01;Manziat;2
01;Marboz;1
01;Marchamp;0
01;Marignieu;0
01;Marlieux;0
01;Marsonnas;0
01;Martignat;0
01;Massieux;0
01;Massignieu-de-Rives;0
01;Matafelon-Granges;0
01;Meillonnas;0
01;Mérignat;0
01;Messimy-sur-Saône;0
01;Meximieux;2
01;Bohas-Meyriat-Rignat;0
01;Mézériat;1
01;Mijoux;0
01;Mionnay;2
01;Miribel;2
01;Misérieux;0
01;Mogneneins;0
01;Montagnat;2
01;Montagnieu;0
01;Montanges;0
01;Montceaux;0
01;Montcet;0
01;Le Montellier;0
01;Monthieux;0
01;Montluel;3
01;Montmerle-sur-Saône;4
01;Montracol;0
01;Montréal-la-Cluse;3
01;Montrevel-en-Bresse;1
01;Nurieux-Volognat;0
01;Murs-et-Gélignieux;0
01;Nantua;3
01;Parves et Nattages;2
01;Neuville-les-Dames;3
01;Neuville-sur-Ain;1
01;Les Neyrolles;0
01;Neyron;1
01;Niévroz;1
01;Nivollet-Montgriffon;0
01;Oncieu;0
01;Ordonnaz;5
01;Ornex;3
01;Outriaz;0
01;Oyonnax;5
01;Ozan;2
01;Parcieux;1
01;Péron;1
01;Péronnas;3
01;Pérouges;1
01;Perrex;0
01;Peyriat;0
01;Peyrieu;2
01;Peyzieux-sur-Saône;0
01;Pirajoux;0
01;Pizay;0
01;Plagne;0
01;Le Plantay;0
01;Polliat;0
01;Pollieu;0
01;Poncin;1
01;Pont-d'Ain;3
01;Pont-de-Vaux;5
01;Pont-de-Veyle;4
01;Port;2
01;Pougny;3
01;Pouillat;0
01;Prémeyzel;0
01;Prémillieu;0
01;Val-Revermont;2
01;Prévessin-Moëns;3
01;Priay;2
01;Ramasse;0
01;Rancé;2
01;Relevant;0
01;Replonges;3
01;Revonnas;0
01;Reyrieux;1
01;Reyssouze;0
01;Rignieux-le-Franc;2
01;Romans;0
01;Rossillon;0
01;Ruffieu;0
01;Saint-Alban;0
01;Saint-André-de-Bâgé;3
01;Saint-André-de-Corcy;1
01;Saint-André-d'Huiriat;0
01;Saint-André-le-Bouchoux;0
01;Saint-André-sur-Vieux-Jonc;0
01;Saint-Bénigne;0
01;Saint-Bernard;1
01;Sainte-Croix;0
01;Saint-Cyr-sur-Menthon;0
01;Saint-Denis-lès-Bourg;1
01;Saint-Denis-en-Bugey;3
01;Saint-Didier-d'Aussiat;0
01;Saint-Didier-de-Formans;0
01;Saint-Didier-sur-Chalaronne;2
01;Saint-Éloi;0
01;Saint-Étienne-du-Bois;1
01;Saint-Étienne-sur-Chalaronne;0
01;Saint-Étienne-sur-Reyssouze;0
01;Sainte-Euphémie;0
01;Saint-Genis-Pouilly;3
01;Saint-Genis-sur-Menthon;0
01;Saint-Georges-sur-Renon;0
01;Saint-Germain-de-Joux;3
01;Saint-Germain-les-Paroisses;0
01;Saint-Germain-sur-Renon;0
01;Saint-Jean-de-Gonville;1
01;Saint-Jean-de-Niost;0
01;Saint-Jean-de-Thurigneux;0
01;Saint-Jean-le-Vieux;0
01;Saint-Jean-sur-Reyssouze;2
01;Saint-Jean-sur-Veyle;1
01;Sainte-Julie;3
01;Saint-Julien-sur-Reyssouze;2
01;Saint-Julien-sur-Veyle;0
01;Saint-Just;0
01;Saint-Laurent-sur-Saône;5
01;Saint-Marcel;4
01;Saint-Martin-de-Bavel;0
01;Saint-Martin-du-Frêne;4
01;Saint-Martin-du-Mont;0
01;Saint-Martin-le-Châtel;0
01;Saint-Maurice-de-Beynost;2
01;Saint-Maurice-de-Gourdans;5
01;Saint-Maurice-de-Rémens;0
01;Saint-Nizier-le-Bouchoux;0
01;Saint-Nizier-le-Désert;0
01;Sainte-Olive;0
01;Saint-Paul-de-Varax;2
01;Saint-Rambert-en-Bugey;2
01;Saint-Rémy;0
01;Saint-Sorlin-en-Bugey;3
01;Saint-Sulpice;0
01;Saint-Trivier-de-Courtes;0
01;Saint-Trivier-sur-Moignans;1
01;Saint-Vulbas;1
01;Salavre;0
01;Samognat;2
01;Sandrans;0
01;Sault-Brénaz;3
01;Sauverny;4
01;Savigneux;4
01;Ségny;1
01;Seillonnaz;0
01;Sergy;1
01;Sermoyer;0
01;Serrières-de-Briord;1
01;Serrières-sur-Ain;0
01;Servas;4
01;Servignat;0
01;Seyssel;0
01;Simandre-sur-Suran;4
01;Sonthonnax-la-Montagne;0
01;Souclin;0
01;Sulignat;0
01;Talissieu;0
01;Tenay;0
01;Thil;2
01;Thoiry;2
01;Thoissey;2
01;Torcieu;2
01;Tossiat;2
01;Toussieux;0
01;Tramoyes;1
01;La Tranclière;0
01;Trévoux;2
01;Valeins;5
01;Vandeins;0
01;Varambon;0
01;Vaux-en-Bugey;1
01;Verjon;0
01;Vernoux;0
01;Versailleux;3
01;Versonnex;2
01;Vesancy;0
01;Vescours;0
01;Vésines;0
01;Vieu-d'Izenave;0
01;Villars-les-Dombes;2
01;Villebois;0
01;Villemotier;0
01;Villeneuve;1
01;Villereversure;1
01;Villes;0
01;Villette-sur-Ain;0
01;Villieu-Loyes-Mollon;1
01;Viriat;3
01;Virieu-le-Grand;0
01;Virignin;2
01;Vongnes;0
01;Vonnas;4
02;Abbécourt;3
02;Achery;0
02;Acy;0
02;Agnicourt-et-Séchelles;0
02;Aguilcourt;0
02;Aisonville-et-Bernoville;0
02;Aizelles;0
02;Aizy-Jouy;0
02;Alaincourt;0
02;Allemant;0
02;Ambleny;0
02;Ambrief;0
02;Amifontaine;0
02;Amigny-Rouy;0
02;Ancienville;0
02;Andelain;0
02;Anguilcourt-le-Sart;0
02;Anizy-le-Grand;4
02;Annois;4
02;Any-Martin-Rieux;0
02;Archon;5
02;Arcy-Sainte-Restitue;0
02;Armentières-sur-Ourcq;0
02;Arrancy;0
02;Artemps;0
02;Dhuys et Morin-en-Brie;0
02;Assis-sur-Serre;0
02;Athies-sous-Laon;1
02;Attilly;0
02;Aubencheul-aux-Bois;0
02;Aubenton;0
02;Aubigny-aux-Kaisnes;0
02;Aubigny-en-Laonnois;0
02;Audignicourt;5
02;Audigny;5
02;Augy;0
02;Aulnois-sous-Laon;0
02;Les Autels;5
02;Autremencourt;0
02;Autreppes;0
02;Autreville;0
02;Azy-sur-Marne;5
02;Bagneux;5
02;Bancigny;0
02;Barenton-Bugny;0
02;Barenton-Cel;0
02;Barenton-sur-Serre;0
02;Barisis-aux-Bois;0
02;Barzy-en-Thiérache;0
02;Barzy-sur-Marne;0
02;Bassoles-Aulers;0
02;Vallées en Champagne;0
02;Bazoches-sur-Vesles;0
02;Beaumé;0
02;Beaumont-en-Beine;0
02;Beaurevoir;1
02;Beaurieux;0
02;Beautor;4
02;Beauvois-en-Vermandois;0
02;Becquigny;0
02;Belleau;0
02;Bellenglise;0
02;Belleu;4
02;Bellicourt;5
02;Benay;0
02;Bergues-sur-Sambre;5
02;Berlancourt;0
02;Berlise;0
02;Bernot;4
02;Berny-Rivière;0
02;Berrieux;0
02;Berry-au-Bac;2
02;Bertaucourt-Epourdon;0
02;Berthenicourt;0
02;Bertricourt;0
02;Berzy-le-Sec;0
02;Besmé;0
02;Besmont;0
02;Besny-et-Loizy;0
02;Béthancourt-en-Vaux;3
02;Beugneux;5
02;Beuvardes;0
02;Bézu-le-Guéry;0
02;Bézu-Saint-Germain;2
02;Bichancourt;0
02;Bieuxy;0
02;Bièvres;0
02;Billy-sur-Aisne;0
02;Billy-sur-Ourcq;5
02;Blanzy-lès-Fismes;0
02;Blérancourt;5
02;Blesmes;0
02;Bohain-en-Vermandois;1
02;Bois-lès-Pargny;0
02;Boncourt;0
02;Bonneil;0
02;Bonnesvalyn;0
02;Bony;0
02;Bosmont-sur-Serre;0
02;Bouconville-Vauclair;0
02;Boué;2
02;Bouffignereux;0
02;Bouresches;0
02;Bourg-et-Comin;5
02;Bourguignon-sous-Coucy;0
02;Bourguignon-sous-Montbavin;0
02;La Bouteille;0
02;Braine;3
02;Brancourt-en-Laonnois;0
02;Brancourt-le-Grand;0
02;Brasles;3
02;Braye-en-Laonnois;0
02;Braye-en-Thiérache;0
02;Bray-Saint-Christophe;0
02;Braye;0
02;Brécy;4
02;Brenelle;0
02;Breny;0
02;Brie;0
02;Brissay-Choigny;0
02;Brissy-Hamégicourt;5
02;Brumetz;0
02;Brunehamel;0
02;Bruyères-sur-Fère;0
02;Bruyères-et-Montbérault;3
02;Bruys;0
02;Bucilly;0
02;Bucy-le-Long;1
02;Bucy-lès-Cerny;0
02;Bucy-lès-Pierrepont;0
02;Buire;3
02;Buironfosse;0
02;Burelles;0
02;Bussiares;0
02;Buzancy;0
02;Caillouël-Crépigny;0
02;Camelin;0
02;La Capelle;4
02;Castres;0
02;Le Catelet;0
02;Caulaincourt;5
02;Caumont;0
02;Celles-lès-Condé;0
02;Celles-sur-Aisne;0
02;Cerizy;5
02;Cerny-en-Laonnois;0
02;Cerny-lès-Bucy;0
02;Cerseuil;5
02;Cessières-Suzy;0
02;Chacrise;0
02;Chaillevois;5
02;Chalandry;0
02;Chambry;3
02;Chamouille;0
02;Champs;0
02;Chaourse;4
02;La Chapelle-sur-Chézy;0
02;Charly-sur-Marne;0
02;Le Charmel;0
02;Charmes;4
02;Chartèves;0
02;Chassemy;4
02;Château-Thierry;4
02;Châtillon-lès-Sons;0
02;Châtillon-sur-Oise;0
02;Chaudardes;0
02;Chaudun;0
02;Chauny;4
02;Chavignon;5
02;Chavigny;0
02;Chavonne;5
02;Chérêt;0
02;Chermizy-Ailles;0
02;Chéry-Chartreuve;0
02;Chéry-lès-Pouilly;0
02;Chéry-lès-Rozoy;0
02;Chevennes;0
02;Chevregny;0
02;Chevresis-Monceau;0
02;Chézy-en-Orxois;0
02;Chézy-sur-Marne;3
02;Chierry;4
02;Chigny;0
02;Chivres-en-Laonnois;0
02;Chivres-Val;0
02;Chivy-lès-Étouvelles;0
02;Chouy;0
02;Cierges;0
02;Cilly;5
02;Ciry-Salsogne;4
02;Clacy-et-Thierret;0
02;Clairfontaine;3
02;Clamecy;0
02;Clastres;0
02;Clermont-les-Fermes;0
02;Coeuvres-et-Valsery;0
02;Coincy;0
02;Coingt;0
02;Colligis-Crandelain;0
02;Colonfay;0
02;Commenchon;0
02;Concevreux;0
02;Condé-en-Brie;0
02;Condé-sur-Aisne;0
02;Condé-sur-Suippe;0
02;Condren;5
02;Connigis;0
02;Contescourt;0
02;Corbeny;0
02;Corcy;0
02;Coucy-le-Château-Auffrique;5
02;Coucy-lès-Eppes;0
02;Coucy-la-Ville;0
02;Coulonges-Cohan;0
02;Coupru;0
02;Courbes;5
02;Courboin;0
02;Courcelles-sur-Vesle;5
02;Courchamps;0
02;Courmelles;4
02;Courmont;0
02;Courtemont-Varennes;5
02;Courtrizy-et-Fussigny;0
02;Couvrelles;0
02;Couvron-et-Aumencourt;2
02;Coyolles;0
02;Cramaille;0
02;Craonne;0
02;Craonnelle;0
02;Crécy-au-Mont;0
02;Crécy-sur-Serre;3
02;Crépy;4
02;Crézancy;1
02;Croix-Fonsomme;0
02;La Croix-sur-Ourcq;0
02;Crouttes-sur-Marne;0
02;Crouy;1
02;Crupilly;0
02;Cuffies;2
02;Cugny;0
02;Cuirieux;0
02;Cuiry-Housse;0
02;Cuiry-lès-Chaudardes;0
02;Cuiry-lès-Iviers;0
02;Cuissy-et-Geny;0
02;Cuisy-en-Almont;0
02;Cutry;0
02;Cys-la-Commune;5
02;Dagny-Lambercy;0
02;Dallon;0
02;Dammard;0
02;Dampleux;0
02;Danizy;0
02;Dercy;0
02;Deuillet;0
02;Dhuizel;0
02;Dizy-le-Gros;0
02;Dohis;0
02;Dolignon;0
02;Dommiers;0
02;Domptin;0
02;Dorengt;0
02;Douchy;0
02;Dravegny;0
02;Droizy;0
02;Dury;0
02;Ébouleau;0
02;Effry;0
02;Englancourt;0
02;Épagny;0
02;Éparcy;0
02;Épaux-Bézu;0
02;Épieds;3
02;L'Épine-aux-Bois;0
02;Eppes;0
02;Erlon;0
02;Erloy;0
02;Esquéhéries;5
02;Essigny-le-Grand;0
02;Essigny-le-Petit;0
02;Essises;0
02;Essômes-sur-Marne;1
02;Estrées;0
02;Étampes-sur-Marne;0
02;Étaves-et-Bocquiaux;0
02;Étouvelles;0
02;Étréaupont;0
02;Étreillers;0
02;Étrépilly;0
02;Étreux;2
02;Évergnicourt;0
02;Faverolles;0
02;Fayet;0
02;La Fère;5
02;Fère-en-Tardenois;2
02;La Ferté-Chevresis;0
02;La Ferté-Milon;3
02;Fesmy-le-Sart;0
02;Festieux;5
02;Fieulaine;0
02;Filain;0
02;La Flamengrie;0
02;Flavigny-le-Grand-et-Beaurain;0
02;Flavy-le-Martel;4
02;Fleury;0
02;Fluquières;0
02;Folembray;2
02;Fonsomme;0
02;Fontaine-lès-Clercs;0
02;Fontaine-lès-Vervins;2
02;Fontaine-Notre-Dame;0
02;Fontaine-Uterte;0
02;Fontenelle;0
02;Fontenoy;0
02;Foreste;0
02;Fossoy;3
02;Fourdrain;0
02;Francilly-Selency;0
02;Franqueville;0
02;Fresnes-en-Tardenois;0
02;Fresnes;5
02;Fresnoy-le-Grand;3
02;Fressancourt;0
02;Frières-Faillouël;0
02;Froidestrées;0
02;Froidmont-Cohartille;0
02;Gandelu;0
02;Gauchy;3
02;Gercy;0
02;Gergny;0
02;Germaine;0
51;Cormicy;0
02;Gibercourt;0
02;Gizy;0
02;Gland;3
02;Septvallons (Les);3
02;Goudelancourt-lès-Berrieux;0
02;Goudelancourt-lès-Pierrepont;0
02;Goussancourt;0
02;Gouy;0
02;Grandlup-et-Fay;5
02;Grandrieux;0
02;Gricourt;0
02;Grisolles;0
02;Gronard;0
02;Grougis;0
02;Grugies;4
02;Villeneuve-sur-Aisne;1
02;Guise;2
02;Guivry;0
02;Guny;0
02;Guyencourt;0
02;Hannapes;0
02;Happencourt;0
02;Haramont;5
02;Harcigny;0
02;Hargicourt;0
02;Harly;3
02;Hartennes-et-Taux;3
02;Hary;0
02;Lehaucourt;0
02;Hautevesnes;0
02;Hauteville;0
02;Haution;0
02;La Hérie;0
02;Le Hérie-la-Viéville;0
02;Hinacourt;0
02;Hirson;4
02;Holnon;0
02;Homblières;3
02;Houry;0
02;Housset;0
02;Iron;0
02;Itancourt;3
02;Iviers;0
02;Jaulgonne;2
02;Jeancourt;0
02;Jeantes;0
02;Joncourt;0
02;Jouaignes;5
02;Jumencourt;0
02;Jumigny;0
02;Jussy;1
02;Juvigny;0
02;Juvincourt-et-Damary;0
02;Laffaux;0
02;Laigny;0
02;Lanchy;0
02;Landifay-et-Bertaignemont;0
02;Landouzy-la-Cour;0
02;Landouzy-la-Ville;0
02;Landricourt;0
02;Laniscourt;0
02;Laon;5
02;Lappion;0
02;Largny-sur-Automne;5
02;Latilly;0
02;Launoy;0
02;Laval-en-Laonnois;0
02;Lavaqueresse;5
02;Laversine;0
02;Lemé;0
02;Lempire;0
02;Lerzy;0
02;Leschelle;4
02;Lesdins;2
02;Lesges;5
02;Lesquielles-Saint-Germain;0
02;Leuilly-sous-Coucy;0
02;Leury;0
02;Leuze;0
02;Levergies;0
02;Lhuys;0
02;Licy-Clignon;0
02;Lierval;0
02;Liesse-Notre-Dame;0
02;Liez;0
02;Limé;0
02;Lislet;0
02;Logny-lès-Aubenton;0
02;Longpont;0
02;Lor;0
02;Louâtre;0
02;Loupeigne;0
02;Lucy-le-Bocage;0
02;Lugny;0
02;Luzoir;0
02;Ly-Fontaine;0
02;Maast-et-Violaine;0
02;Mâchecourt;5
02;Macogny;0
02;Macquigny;0
02;Magny-la-Fosse;0
02;Maissemy;0
02;Maizy;0
02;La Malmaison;0
02;Malzy;0
02;Manicamp;0
02;Marchais;0
02;Marcy;0
02;Marcy-sous-Marle;0
02;Marest-Dampcourt;0
02;Mareuil-en-Dôle;0
02;Marfontaine;0
02;Margival;0
02;Marigny-en-Orxois;0
02;Marizy-Sainte-Geneviève;0
02;Marizy-Saint-Mard;0
02;Marle;3
02;Marly-Gomont;0
02;Martigny;0
02;Martigny-Courpierre;0
02;Mauregny-en-Haye;0
02;Mayot;5
02;Mennessis;0
02;Mennevret;0
02;Mercin-et-Vaux;4
02;Merlieux-et-Fouquerolles;0
02;Mesbrecourt-Richecourt;0
02;Mesnil-Saint-Laurent;0
02;Meurival;0
02;Mézières-sur-Oise;0
02;Mézy-Moulins;0
02;Missy-aux-Bois;0
02;Missy-lès-Pierrepont;0
02;Missy-sur-Aisne;0
02;Molain;5
02;Molinchart;4
02;Monampteuil;5
02;Monceau-le-Neuf-et-Faucouzy;0
02;Monceau-lès-Leups;4
02;Monceau-le-Waast;0
02;Monceau-sur-Oise;0
02;Mondrepuis;0
02;Monnes;0
02;Mons-en-Laonnois;0
02;Montaigu;0
02;Montbavin;0
02;Montbrehain;0
02;Montchâlons;0
02;Montcornet;0
02;Mont-d'Origny;4
02;Montescourt-Lizerolles;1
02;Montfaucon;0
02;Montgobert;0
02;Montgru-Saint-Hilaire;5
02;Monthenault;0
02;Monthiers;0
02;Monthurel;0
02;Montigny-en-Arrouaise;0
02;Montigny-l'Allier;0
02;Montigny-le-Franc;0
02;Montigny-Lengrain;0
02;Montigny-lès-Condé;0
02;Montigny-sous-Marle;0
02;Montigny-sur-Crécy;0
02;Montlevon;0
02;Montloué;0
02;Mont-Notre-Dame;0
02;Montreuil-aux-Lions;0
02;Mont-Saint-Jean;0
02;Mont-Saint-Martin;0
02;Mont-Saint-Père;0
02;Morcourt;0
02;Morgny-en-Thiérache;0
02;Morsain;0
02;Mortefontaine;0
02;Mortiers;0
02;Moulins;5
02;Moussy-Verneuil;0
02;Moÿ-de-l'Aisne;0
02;Muret-et-Crouttes;0
02;Muscourt;0
02;Nampcelles-la-Cour;0
02;Nampteuil-sous-Muret;0
02;Nanteuil-la-Fosse;0
02;Nanteuil-Notre-Dame;0
02;Nauroy;0
02;Nesles-la-Montagne;0
02;Neufchâtel-sur-Aisne;0
02;Neuflieux;0
02;Neuilly-Saint-Front;2
02;Neuve-Maison;0
02;La Neuville-Bosmont;0
02;La Neuville-en-Beine;0
02;La Neuville-Housset;0
02;La Neuville-lès-Dorengt;0
02;Neuville-Saint-Amand;3
02;Neuville-sur-Ailette;0
02;Neuville-sur-Margival;0
02;Neuvillette;0
02;Nizy-le-Comte;0
02;Nogentel;0
02;Nogent-l'Artaud;4
02;Noircourt;0
02;Noroy-sur-Ourcq;0
02;Le Nouvion-en-Thiérache;4
02;Nouvion-et-Catillon;0
02;Nouvion-le-Comte;0
02;Nouvion-le-Vineux;0
02;Nouvron-Vingré;0
02;Noyales;0
02;Noyant-et-Aconin;0
02;OEuilly;4
02;Ognes;3
02;Ohis;0
02;Oigny-en-Valois;0
02;Oisy;0
02;Ollezy;0
02;Omissy;0
02;Orainville;0
02;Orgeval;0
02;Origny-en-Thiérache;1
02;Origny-Sainte-Benoite;0
02;Osly-Courtil;0
02;Ostel;0
02;Oulches-la-Vallée-Foulon;0
02;Oulchy-la-Ville;0
02;Oulchy-le-Château;3
02;Paars;0
02;Paissy;0
02;Pancy-Courtecon;0
02;Papleux;5
02;Parcy-et-Tigny;0
02;Parfondeval;0
02;Parfondru;0
02;Pargnan;0
02;Pargny-Filain;0
02;Pargny-la-Dhuys;0
02;Pargny-les-Bois;0
02;Parpeville;0
02;Pasly;0
02;Passy-en-Valois;0
02;Passy-sur-Marne;0
02;Pavant;2
02;Pernant;0
02;Pierremande;0
02;Pierrepont;4
02;Pignicourt;0
02;Pinon;4
02;Pithon;5
02;Pleine-Selve;0
02;Le Plessier-Huleu;0
02;Ploisy;0
02;Plomion;0
02;Ployart-et-Vaurseine;0
02;Pommiers;0
02;Pont-Arcy;0
02;Pontavert;3
02;Pontru;4
02;Pontruet;0
02;Pont-Saint-Mard;0
02;Pouilly-sur-Serre;0
02;Prémont;2
02;Prémontré;0
02;Presles-et-Boves;4
02;Presles-et-Thierny;0
02;Priez;0
02;Prisces;0
02;Proisy;0
02;Proix;0
02;Prouvais;0
02;Proviseux-et-Plesnoy;0
02;Puiseux-en-Retz;0
02;Puisieux-et-Clanlieu;0
02;Quierzy;0
02;Quincy-Basse;0
02;Quincy-sous-le-Mont;0
02;Raillimont;0
02;Ramicourt;0
02;Regny;0
02;Remaucourt;0
02;Remies;0
02;Remigny;4
02;Renansart;0
02;Renneval;0
02;Résigny;0
02;Ressons-le-Long;0
02;Retheuil;0
02;Reuilly-Sauvigny;0
02;Ribeauville;0
02;Ribemont;0
02;Rocourt-Saint-Martin;0
02;Rocquigny;5
02;Rogécourt;0
02;Rogny;0
02;Romeny-sur-Marne;0
02;Romery;0
02;Ronchères;0
02;Roucy;0
02;Rougeries;0
02;Roupy;0
02;Rouvroy;4
02;Rouvroy-sur-Serre;0
02;Royaucourt-et-Chailvet;4
02;Rozet-Saint-Albin;0
02;Rozières-sur-Crise;0
02;Rozoy-Bellevalle;0
02;Grand-Rozoy;0
02;Rozoy-sur-Serre;3
02;Saconin-et-Breuil;0
02;Sains-Richaumont;0
02;Saint-Algis;0
02;Saint-Aubin;4
02;Saint-Bandry;0
02;Saint-Christophe-à-Berry;3
02;Saint-Clément;0
02;Sainte-Croix;0
02;Saint-Erme-Outre-et-Ramecourt;3
02;Saint-Eugène;0
02;Sainte-Geneviève;0
02;Saint-Gengoulph;0
02;Saint-Gobain;4
02;Saint-Gobert;0
02;Saint-Mard;0
02;Saint-Martin-Rivière;0
02;Saint-Michel;3
02;Saint-Nicolas-aux-Bois;0
02;Saint-Paul-aux-Bois;0
02;Saint-Pierre-Aigle;0
02;Saint-Pierre-lès-Franqueville;0
02;Saint-Pierremont;0
02;Sainte-Preuve;0
02;Saint-Quentin;4
02;Saint-Rémy-Blanzy;0
02;Saint-Simon;0
02;Saint-Thibaut;0
02;Saint-Thomas;0
02;Samoussy;0
02;Sancy-les-Cheminots;0
02;Saponay;0
02;Saulchery;0
02;Savy;3
02;Seboncourt;0
02;Selens;0
02;La Selve;0
02;Septmonts;4
02;Septvaux;5
02;Sequehart;0
02;Serain;0
02;Seraucourt-le-Grand;0
02;Serches;4
02;Sergy;0
02;Seringes-et-Nesles;0
02;Sermoise;5
02;Serval;0
02;Servais;0
02;Séry-lès-Mézières;0
02;Silly-la-Poterie;0
02;Sinceny;1
02;Sissonne;2
02;Sissy;0
02;Soissons;5
02;Soize;0
02;Sommelans;0
02;Sommeron;0
02;Sommette-Eaucourt;0
02;Sons-et-Ronchères;0
02;Sorbais;0
02;Soucy;0
02;Soupir;0
02;Le Sourd;0
02;Surfontaine;0
02;Taillefontaine;0
02;Tannières;0
02;Tartiers;0
02;Tavaux-et-Pontséricourt;0
02;Tergnier;5
02;Terny-Sorny;0
02;Thenailles;0
02;Thenelles;0
02;Thiernu;0
02;Le Thuel;0
02;Torcy-en-Valois;0
02;Toulis-et-Attencourt;0
02;Travecy;2
02;Trefcon;0
02;Trélou-sur-Marne;0
02;Troësnes;0
02;Trosly-Loire;0
02;Trucy;0
02;Tugny-et-Pont;0
02;Tupigny;4
02;Ugny-le-Gay;0
02;Urcel;0
02;Urvillers;0
02;Vadencourt;0
02;Vailly-sur-Aisne;4
02;La Vallée-au-Blé;0
02;La Vallée-Mulâtre;0
02;Variscourt;0
02;Vassens;0
02;Vasseny;0
02;Vassogne;0
02;Vaucelles-et-Beffecourt;0
02;Vaudesson;0
02;Vauxrezis;0
02;Vauxaillon;0
02;Vaux-Andigny;2
02;Vauxbuin;0
02;Vaux-en-Vermandois;0
